Id, NU_ANO_CENSO, ID_ALUNO, ID_MATRICULA, NU_DIA, NU_MES, NU_ANO, TP_SEXO, TP_COR_RACA, CO_UF_NASC, CO_MUNICIPIO_NASC, CO_UF_END, CO_MUNICIPIO_END, TP_ZONA_RESIDENCIAL, IN_NECESSIDADE_ESPECIAL, IN_REGULAR, IN_EJA, IN_PROFISSIONALIZANTE, TP_ETAPA_ENSINO, ID_TURMA, TP_UNIFICADA, CO_ENTIDADE, TP_DEPENDENCIA, TP_LOCALIZACAO_DIFERENCIADA, IN_EDUCACAO_INDIGENA 
785,2010,111374976457,49364604,6,8,1989, F,5,31,3132107,31,3162450,2,0, , , ,27,2283209,0,31322571,2,2,1
786,2010,119569927401,49364624,13,8,1991, F,5,31,3162450,31,3162450,2,0, , , ,27,2283209,0,31322571,2,2,1
787,2010,112205436243,49364642,14,5,1992, F,5,31,3132107,31,3162450,2,0, , , ,27,2283209,0,31322571,2,2,1
788,2010,113985818877,49364725,23,7,1992, F,5,31,3132107,31,3162450,2,0, , , ,27,2283209,0,31322571,2,2,1
279,2010,118303778098,49364771,5,1,1973, F,5,31,3162450,31,3162450,2,0, , , ,27,2283209,0,31322571,2,2,1
547,2010,114715689110,56462527,28,1,1995, F,0,31,3162450,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
549,2010,114413826581,56461305,6,10,1993, F,0,31,3162450,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
12,2010,110997294166,56462998,17,10,1987, M,0,31,3162450,31,3162450,1,0, , , ,25,2539562,0,31319058,1,2,1
425,2010,116868571282,56461074,6,8,1985, F,5,31,3162450,31,3162450,1,0, , , ,25,2539562,0,31319058,1,2,1
545,2010,113111147508,56462341,13,2,1994, F,0,31,3162450,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
546,2010,112809341159,56462409,30,9,1991, M,0,31,3132107,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
548,2010,110997296371,56462474,28,7,1994, F,0,31,3132107,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
789,2010,114564791132,57046780,7,8,1990, M,0,31,3162450,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
536,2010,120558537404,57047384,6,7,1991, M,5,31,3162450,31,3162450,1,0, , , ,25,2539562,0,31319058,1,2,1
538,2010,112733786015,56461787,10,9,1993, F,0,31,3162450,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
535,2010,114335191196,56462065,2,9,1995, M,0,31,3132107,31,3162450,1,0, , , ,25,2539562,0,31319058,1,2,1
539,2010,114791195980,56462143,28,3,1992, F,0,31,3162450,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
541,2010,112356326102,56462190,4,1,1993, F,0,31,3132107,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
542,2010,111525919597,56462242,10,11,1992, F,0,31,3162450,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
544,2010,116867598608,56462282,20,9,1984, F,5,31,3139300,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
543,2010,114118614340,56462309,14,9,1995, M,0,31,3132107,31,3162450,2,0, , , ,25,2539562,0,31319058,2,2,1
427,2010,113262163090,56462640,1,12,1987, F,0,31,3162450,31,3162450,2,0, , , ,26,2539417,0,31319058,2,2,1
420,2010,111028533305,56462725,25,12,1992, F,0,31,3162450,31,3162450,2,0, , , ,26,2539417,0,31319058,2,2,1
431,2010,113985801710,56462841,10,8,1993, M,0,31,3162450,31,3162450,2,0, , , ,26,2539417,0,31319058,2,2,1
419,2010,110318496614,56463044,22,8,1991, F,0,31,3162450,31,3162450,2,0, , , ,26,2539417,0,31319058,2,2,1
424,2010,114489346726,56463158,17,8,1982, F,0,31,3162450,31,3162450,1,0, , , ,26,2539417,0,31319058,1,2,1
423,2010,111903524279,56463248,18,10,1992, M,0,31,3162450,31,3162450,2,0, , , ,26,2539417,0,31319058,2,2,1
552,2010,122160232059,57047199,17,12,1988, M,5,31,3162450,31,3162450,2,0, , , ,26,2539417,0,31319058,2,2,1
553,2010,120568969749,56463784,11,11,1987, F,5,31,3132107,31,3162450,1,0, , , ,26,2539417,0,31319058,1,2,1
429,2010,114640270720,56463298,6,4,1991, F,0,31,3162450,31,3162450,2,0, , , ,26,2539417,0,31319058,2,2,1
426,2010,113186737809,56463433,9,12,1992, M,0,31,3162450,31,3162450,2,0, , , ,26,2539417,0,31319058,2,2,1
20,2010,111299422607,56463519,21,8,1992, F,0,31,3162450,31,3162450,2,0, , , ,26,2539417,0,31319058,2,2,1
790,2010,112431777803,57042609,10,8,1992, M,0,31,3162450,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
791,2010,114118616121,57042630,20,1,1996, F,0,31,3132107,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
792,2010,110242971791,56455662,6,3,1992, M,0,31,3162450,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
793,2010,114489345401,56456942,24,5,1995, F,0,31,3162450,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
794,2010,113413072470,56457995,9,8,1993, M,0,31,3139300,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
795,2010,110620219245,56458534,2,3,1996, F,0,31,3132107,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
796,2010,111072851511,56457215,22,1,1995, F,0,31,3162450,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
797,2010,114640270304,56457434,7,11,1996, F,0,31,3132107,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
1,2010,111450504174,57046894,9,5,1990, F,0,31,3162450,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
798,2010,111146019857,56459076,6,9,1995, M,5,31,3170404,31,3109451,2,0, , , ,41,2539557,0,31319058,2,2,1
799,2010,112205418261,56455901,23,5,1993, M,0,31,3162450,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
800,2010,114413826409,56455971,16,10,1993, F,0,31,3162450,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
537,2010,110167686134,56460946,21,8,1994, F,0,31,3162450,31,3162450,2,0, , , ,41,2539557,0,31319058,2,2,1
801,2010,114298119199,51882840,16,8,1991, F,5,31,3132107,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
802,2010,114489152522,51882841,20,3,1994, F,5,31,3162450,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
803,2010,114715511214,51882842,17,6,1994, F,5,31,3162450,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
804,2010,111072666889,51882843,3,11,1992, M,5,31,3132107,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
573,2010,111827716290,51882844,25,12,1994, M,5,31,3162450,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
805,2010,111601168810,51882845,24,6,1994, M,5,31,3132107,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
806,2010,118288653200,51882846,5,6,1963, F,5,31,3132107,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
807,2010,111673683800,51882847,30,10,1995, F,5,31,3132107,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
808,2010,110921743890,51882848,11,11,1994, F,5,31,3162450,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
809,2010,114561677070,51882849,13,12,1989, F,5,31,3132107,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
810,2010,114489153251,51882850,8,5,1993, F,5,31,3162450,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
811,2010,122070019461,51882851,21,5,1992, M,5,31,3132107,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
812,2010,111598207325,51882877,18,5,1991, M,5,31,3132107,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
813,2010,112884575706,51882907,27,11,1993, F,5,31,3162450,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
814,2010,110750907176,51882909,18,3,1995, M,5,31,3139300,31,3162450,2,0, , , ,25,2379898,0,31297518,2,2,1
815,2010,110469230486,51882881,19,8,1995, F,5,31,3139300,31,3162450,2,0, , , ,25,2379909,0,31297518,2,2,1
816,2010,113790259747,51882882,11,1,1995, F,5,31,3132107,31,3162450,2,0, , , ,25,2379909,0,31297518,2,2,1
817,2010,113714766161,51882883,13,6,1993, F,5,31,3132107,31,3162450,2,0, , , ,25,2379909,0,31297518,2,2,1
818,2010,114941713507,51882884,14,11,1994, F,5,31,3132107,31,3162450,2,0, , , ,25,2379909,0,31297518,2,2,1
819,2010,114791007815,51882885,18,9,1993, F,5,31,3162450,31,3162450,2,0, , , ,25,2379909,0,31297518,2,2,1
820,2010,111978765028,51882886,17,10,1988, F,5,31,3162450,31,3162450,2,0, , , ,25,2379909,0,31297518,2,2,1
821,2010,112766181155,51882903,24,6,1994, F,5,31,3132107,31,3162450,2,0, , , ,25,2379909,0,31297518,2,2,1
822,2010,110652483690,51882904,24,11,1994, F,5,31,3162450,31,3162450,2,0, , , ,25,2379909,0,31297518,2,2,1
823,2010,122070021288,51882905,24,8,1985, F,5,31,3162450,31,3162450,2,0, , , ,25,2379909,0,31297518,2,2,1
824,2010,122070021369,51882906,29,1,1992, F,5,31,3162450,31,3162450,1,0, , , ,25,2379909,0,31297518,1,2,1
412,2010,111072660686,56986770,26,11,1993, F,0,31,3162450,31,3162450,2,0, , , ,25,2379909,0,31297518,2,2,1
602,2010,112011338319,56987759,30,10,1991, F,0,31,3132107,31,3162450,2,0, , , ,25,2379909,0,31297518,2,2,1
825,2010,112142623505,51882852,17,7,1992, F,5,31,3132107,31,3162450,2,0, , , ,26,2379907,0,31297518,2,2,1
826,2010,122070019623,51882853,13,12,1988, F,5,31,3162450,31,3162450,2,0, , , ,26,2379907,0,31297518,2,2,1
827,2010,112431554260,51882854,7,1,1990, F,5,31,3139300,31,3162450,2,0, , , ,26,2379907,0,31297518,2,2,1
828,2010,114243706394,51882855,31,3,1993, M,5,31,3132107,31,3162450,2,0, , , ,26,2379907,0,31297518,2,2,1
829,2010,114715507020,51882856,5,10,1994, F,5,31,3162450,31,3162450,2,0, , , ,26,2379907,0,31297518,2,2,1
830,2010,112506941672,51882857,3,2,1994, F,5,31,3132107,31,3162450,2,0, , , ,26,2379907,0,31297518,2,2,1
831,2010,122070019976,51882858,29,6,1991, F,5,31,3162450,31,3162450,2,0, , , ,26,2379907,0,31297518,2,2,1
832,2010,110318305967,51882859,23,9,1993, F,5,31,3132107,31,3162450,2,0, , , ,26,2379907,0,31297518,2,2,1
833,2010,110167490078,51882860,29,7,1992, F,5,31,3132107,31,3162450,2,0, , , ,26,2379907,0,31297518,2,2,1
556,2010,120845528504,51882861,21,10,1961, M,5,31,3162450,31,3162450,2,0, , , ,26,2379907,0,31297518,2,2,1
834,2010,114489148258,51882887,3,10,1991, F,5,31,3162450,31,3162450,2,0, , , ,26,2379910,0,31297518,2,2,1
835,2010,113110961597,51882888,10,5,1993, F,5,31,3135209,31,3162450,2,0, , , ,26,2379910,0,31297518,2,2,1
836,2010,111374794693,51882889,31,8,1993, M,5,31,3135209,31,3162450,2,0, , , ,26,2379910,0,31297518,2,2,1
837,2010,110620024908,51882890,24,1,1991, F,5,31,3132107,31,3162450,2,0, , , ,26,2379910,0,31297518,2,2,1
838,2010,122070020710,51882891,26,12,1981, F,5,31,3142254,31,3162450,2,0, , , ,26,2379910,0,31297518,2,2,1
839,2010,111072660767,51882892,14,10,1991, F,5,31,3162450,31,3162450,2,0, , , ,26,2379910,0,31297518,2,2,1
322,2010,119522184623,51882893,14,3,1985, F,5,31,3162450,31,3162450,2,0, , , ,26,2379910,0,31297518,2,2,1
840,2010,110242779254,51882898,21,5,1993, M,5,31,3139300,31,3162450,2,0, , , ,26,2379910,0,31297518,2,2,1
841,2010,112864616776,51882899,22,4,1993, F,5,31,3135209,31,3162450,2,0, , , ,26,2379910,0,31297518,2,2,1
407,2010,112280714620,56986594,30,3,1993, F,0,31,3139300,31,3162450,2,0, , , ,26,2379910,0,31297518,2,2,1
842,2010,113110922699,51882862,5,10,1991, F,5,31,3162450,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
843,2010,114790977560,51882863,17,5,1991, F,5,31,3162450,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
844,2010,110242740390,51882864,3,11,1993, F,5,31,3132107,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
845,2010,114413601741,51882865,10,4,1993, M,5,31,3132107,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
200,2010,118290641345,51882866,8,12,1992, M,5,31,3135209,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
846,2010,112162235136,51882867,19,3,1978, M,5,31,3139300,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
847,2010,122070020125,51882868,25,1,1993, F,5,31,3132107,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
848,2010,113790236291,51882869,3,12,1993, M,5,31,3132107,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
849,2010,114640048113,51882870,11,1,1994, F,5,31,3132107,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
850,2010,114413601580,51882871,27,9,1993, F,5,31,3132107,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
851,2010,122070020206,51882872,4,6,1993, F,5,31,3132107,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
852,2010,118472423670,51882873,16,1,1989, F,5,31,3132107,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
853,2010,114489110870,51882874,13,5,1992, M,5,31,3132107,31,3162450,2,0, , , ,27,2379908,0,31297518,2,2,1
854,2010,122070020982,51882894,27,2,1998, F,5,31,3135209,31,3162450,2,0, , , ,27,2379911,0,31297518,2,2,1
855,2010,121250943980,51882895,2,7,1987, M,5,31,3162450,31,3162450,2,0, , , ,27,2379911,0,31297518,2,2,1
856,2010,110770945740,51882896,4,2,1981, F,5,31,3162450,31,3162450,2,0, , , ,27,2379911,0,31297518,2,2,1
857,2010,112658063066,51882897,7,8,1991, F,5,31,3132107,31,3162450,2,0, , , ,27,2379911,0,31297518,2,2,1
180,2010,110167473300,56987074,17,2,1992, F,0,31,3162450,31,3162450,2,0, , , ,27,2379911,0,31297518,2,2,1
858,2010,111676647952,51882827,25,5,1994, F,5,31,3132107,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
859,2010,110429561899,51882828,27,4,1994, F,5,31,3135209,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
860,2010,110695417613,51882749,10,1,1997, M,5,31,3162450,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
861,2010,113412887578,51882750,2,9,1994, F,5,31,3132107,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
862,2010,113035413435,51882751,9,9,1991, M,5,31,3132107,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
863,2010,114791009273,51882752,26,9,1996, M,5,31,3162450,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
864,2010,114446088512,51882753,1,4,1970, F,5,31,3162450,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
865,2010,114640083881,51882754,20,9,1994, F,5,31,3132107,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
866,2010,110997106777,51882755,29,10,1995, M,5,31,3162450,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
867,2010,110846459476,51882756,17,6,1993, M,5,31,3132107,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
868,2010,110620029543,51882757,17,3,1996, M,5,31,3132107,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
869,2010,114338139632,51882758,21,9,1995, M,5,31,3132107,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
870,2010,114715509155,51882759,25,8,1992, M,5,31,3162450,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
871,2010,110393803952,51882760,24,9,1996, M,5,31,3162450,31,3162450,2,0, , , ,41,2379906,0,31297518,2,2,1
872,2010,118288550737,56993963,14,9,1993, F,5,31,3162450,31,3162450,2,0, , , ,41,2379917,3,31297518,2,2,1
873,2010,111072664240,56984649,31,10,1995, M,0,31,3132107,31,3162450,2,0, , , ,41,2379917,3,31297518,2,2,1
874,2010,122159232962,56993431,19,3,1986, F,5,31,3132107,31,3162450,2,0, , , ,41,2379917,3,31297518,2,2,1
875,2010,110029376806,46167143,15,12,1993, M,5,31,3162450,31,3162450,2,0, , , ,25,2160449,0,31338770,2,2,1
876,2010,110557510766,46167144,12,5,1994, F,5,31,3139300,31,3162450,2,0, , , ,25,2160449,0,31338770,2,2,1
877,2010,112067197028,46167146,26,8,1992, M,5,31,3132107,31,3162450,2,0, , , ,25,2160449,0,31338770,2,2,1
878,2010,112519770650,46167147,19,6,1995, F,5,31,3132107,31,3162450,2,0, , , ,25,2160449,0,31338770,2,2,1
879,2010,112972839020,46167148,17,1,1993, M,5,31,3132107,31,3162450,2,0, , , ,25,2160449,0,31338770,2,2,1
880,2010,111387703373,46167149,1,3,1992, M,5,31,3162450,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
580,2010,120820801371,46167150,24,10,1982, F,5,31,3132107,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
881,2010,113501164679,46167151,8,11,1992, F,5,31,3162450,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
882,2010,110029400529,46167152,12,1,1992, F,5,31,3162450,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
883,2010,111916195830,46167153,27,8,1992, F,5,31,3162450,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
884,2010,114954594030,46167154,1,12,1993, F,5,31,3132107,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
885,2010,112972862430,46167157,7,4,1992, F,5,31,3132107,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
886,2010,110557532573,46167158,9,9,1993, M,5,31,3132107,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
887,2010,111916194191,46167159,5,9,1990, F,5,31,3132107,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
88,2010,118132524836,46167160,24,1,1988, F,5,31,3132107,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
888,2010,112595436685,46167161,7,10,1991, M,5,31,3132107,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
889,2010,110180370048,46167162,29,9,1989, M,5,31,3132107,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
890,2010,111538600314,46167163,8,12,1991, M,5,31,3132107,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
891,2010,111538600403,46167164,21,10,1992, F,5,31,3132107,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
892,2010,113878536274,46167165,27,9,1992, F,5,31,3132107,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
893,2010,115854619112,46167166,26,9,1992, F,5,31,3162450,31,3162450,2,0, , , ,26,2160450,0,31338770,2,2,1
894,2010,111613983416,46167167,11,7,1987, F,5,31,3132107,31,3162450,2,0, , , ,27,2160451,0,31338770,2,2,1
895,2010,114009268742,46167168,25,7,1988, M,5,31,3132107,31,3162450,2,0, , , ,27,2160451,0,31338770,2,2,1
896,2010,114489154142,46167169,29,11,1989, F,5,31,3162450,31,3162450,2,0, , , ,27,2160451,0,31338770,2,2,1
897,2010,121978144511,46167170,30,8,1990, F,5,31,3162450,31,3162450,2,0, , , ,27,2160451,0,31338770,2,2,1
284,2010,119307711770,46167171,29,11,1980, F,5,31,3162450,31,3162450,2,0, , , ,27,2160451,0,31338770,2,2,1
586,2010,120787626529,46167172,24,11,1983, F,5,31,3162450,31,3162450,2,0, , , ,27,2160451,0,31338770,2,2,1
898,2010,121978144600,46167173,14,4,1989, F,5,31,3162450,31,3162450,2,0, , , ,27,2160451,0,31338770,2,2,1
899,2010,112595403400,46167127,12,12,1993, F,5,31,3162450,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
900,2010,111689519680,46167128,11,4,1995, F,5,31,3132107,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
901,2010,112444408844,46167129,2,11,1991, F,5,31,3132107,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
902,2010,112369022387,46167130,4,7,1996, F,5,31,3162450,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
903,2010,110783848519,46167131,11,8,1992, M,5,31,3132107,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
904,2010,110934614970,46167132,28,11,1993, M,5,31,3132107,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
905,2010,110331152907,46167133,3,4,1995, M,5,31,3162450,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
906,2010,112972829149,46167134,15,5,1996, F,5,31,3132107,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
907,2010,114728399434,46167135,29,11,1994, M,5,31,3162450,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
908,2010,114652902815,46167136,20,9,1992, F,5,31,3162450,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
909,2010,112460795695,46167137,13,3,1988, F,5,31,3162450,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
910,2010,112142629708,46167138,4,12,1994, M,5,31,3139300,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
911,2010,110180348620,46167139,20,4,1995, M,5,31,3132107,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
912,2010,110783859049,46167140,8,9,1994, M,5,31,3162450,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
913,2010,112293597457,46167141,28,6,1994, F,5,31,3139300,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
914,2010,112503965147,46167142,24,11,1991, F,0,31,3139300,31,3162450,2,0, , , ,41,2160448,0,31338770,2,2,1
915,2010,122154316017,56310999,4,3,1993, F,5,31,3162450,31,3162450,2,0, , , ,41,2160429,3,31338745,2,2,1
916,2010,112356124305,56310971,6,2,1995, F,0,31,3132107,31,3162450,2,0, , , ,41,2160429,3,31338745,2,2,1
917,2010,114489152794,56306632,8,10,1994, F,0,31,3139300,31,3162450,2,0, , , ,41,2160430,3,31338745,2,2,1
918,2010,112960014749,56306702,7,10,1994, M,0,31,3132107,31,3162450,2,0, , , ,41,2160430,3,31338745,2,2,1
128,2010,112766138730,56306746,15,6,1991, F,5,31,3162450,31,3162450,2,0, , , ,41,2160430,3,31338745,2,2,1
919,2010,112205208453,56307069,2,7,1996, F,5,31,3139300,31,3162450,2,0, , , ,41,2160430,3,31338745,2,2,1
920,2010,113790278709,56307329,3,3,1995, F,0,31,3139300,31,3162450,2,0, , , ,41,2160430,3,31338745,2,2,1
921,2010,121978130995,57391710,24,5,1979, F,5,31,3162450, , ,2,0, , , ,41,2160419,0,31338745,2,2,1
922,2010,121978131029,46166826,29,4,1996, M,5,31,3139300, , ,2,0, , , ,41,2160419,0,31338745,2,2,1
923,2010,121978131100,46166827,11,11,1995, F,5,31,3132107, , ,2,0, , , ,41,2160419,0,31338745,2,2,1
924,2010,119701995049,46166828,28,2,1986, F,5,31,3139300, , ,2,0, , , ,41,2160419,0,31338745,2,2,1
925,2010,121978131290,46166829,18,9,1995, F,5,31,3139300, , ,2,0, , , ,41,2160419,0,31338745,2,2,1
926,2010,121978131371,46166830,14,1,1995, M,5,31,3139300, , ,2,0, , , ,41,2160419,0,31338745,2,2,1
927,2010,121978131452,46166831,25,2,1996, M,5,31,3162450, , ,2,0, , , ,41,2160419,0,31338745,2,2,1
928,2010,121978131533,46166832,12,12,1994, M,5,31,3139300, , ,2,0, , , ,41,2160419,0,31338745,2,2,1
929,2010,121978133404,46166856,4,12,1992, M,5,31,3139300, , ,2,0, , , ,41,2160419,0,31338745,2,2,1
930,2010,113790277800,56299747,25,12,1995, M,0,31,3162450,31,3162450,2,0, , , ,41,2160432,3,31338745,2,2,1
931,2010,110997106424,56299355,9,10,1991, F,0,31,3132107,31,3162450,2,0, , , ,41,2160432,3,31338745,2,2,1
932,2010,110770944425,56299364,3,3,1995, F,0,31,3139300,31,3162450,2,0, , , ,41,2160432,3,31338745,2,2,1
933,2010,110092024644,56299382,13,11,1995, M,5,31,3162450,31,3162450,2,0, , , ,41,2160432,3,31338745,2,2,1
934,2010,111574241981,56299506,14,12,1995, F,3,31,3132107,31,3162450,2,0, , , ,41,2160432,3,31338745,2,2,1
594,2010,121142842630,56298907,1,5,1995, M,5,31,3139300,31,3162450,2,0, , , ,41,2160432,3,31338745,2,2,1
935,2010,110016539124,56306573,16,9,1996, M,5,31,3162450,31,3162450,2,0, , , ,41,2160433,3,31338745,2,2,1
593,2010,114370695413,56306578,3,12,1989, M,0,31,3142254,31,3132107,2,0, , , ,41,2160433,3,31338745,2,2,1
936,2010,114715483687,56298407,25,10,1996, F,0,31,3139300,31,3162450,2,0, , , ,41,2160433,3,31338745,2,2,1
937,2010,111072640146,56300330,8,3,1991, M,0,31,3132107,31,3162450,2,0, , , ,41,2160433,3,31338745,2,2,1
506,2010,110394009494,56547065,25,10,1992, F,0,31,3132107,31,3162450,2,0, , , ,25,2535673,0,31338753,2,2,1
938,2010,111862776295,56547118,8,2,1976, M,0,31,3162450,31,3162450,2,0, , , ,25,2535673,0,31338753,2,2,1
939,2010,113803069652,56547120,23,4,1993, F,0,31,3132107,31,3162450,2,0, , , ,25,2535673,0,31338753,2,2,1
940,2010,122157761887,56547153,30,9,1988, F,5,31,3162450,31,3162450,2,0, , , ,25,2535673,0,31338753,2,2,1
941,2010,119905945309,56547196,11,5,1980, M,5,31,3162450,31,3162450,2,0, , , ,25,2535673,0,31338753,2,2,1
559,2010,111387703535,56547207,18,6,1995, F,0,31,3162450,31,3162450,2,0, , , ,25,2535673,0,31338753,2,2,1
942,2010,122157762344,56547257,12,1,1998, F,5,31,3162450,31,3162450,2,0, , , ,25,2535673,0,31338753,2,2,1
943,2010,111026348594,56545992,28,12,1992, F,5,31,3162450,31,3162450,2,0, , , ,25,2535673,0,31338753,2,2,1
944,2010,122157756298,56545999,14,11,1993, F,5,31,3162450,31,3162450,2,0, , , ,25,2535673,0,31338753,2,2,1
105,2010,112897415737,56545974,4,6,1987, M,0,31,3162450,31,3162450,2,0, , , ,25,2535673,0,31338753,2,2,1
288,2010,119309153147,56547327,7,12,1988, F,5,31,3162450,31,3162450,2,0, , , ,26,2535245,0,31338753,2,2,1
433,2010,122157762778,56547475,12,8,1987, F,5,31,3162450,31,3162450,2,0, , , ,26,2535245,0,31338753,2,2,1
636,2010,110632885334,56547505,20,6,1993, F,0,31,3139300, , ,2,0, , , ,26,2535245,0,31338753,2,2,1
641,2010,111840568703,56547313,2,11,1994, M,0,31,3162450,31,3162450,2,0, , , ,26,2535245,0,31338753,2,2,1
945,2010,122157759041,56547381,6,3,1962, F,5,31,3162450,31,3162450,2,0, , , ,26,2535245,0,31338753,2,2,1
444,2010,114652900014,56547493,5,10,1978, F,0,31,3162450,31,3132107,2,0, , , ,26,2535245,0,31338753,2,2,1
465,2010,119983449918,56547282,1,1,1988, F,5,31,3139300,31,3162450,2,0, , , ,26,2535245,0,31338753,2,2,1
458,2010,111387678832,56547291,9,8,1993, M,0,31,3162450,31,3162450,2,0, , , ,26,2535245,0,31338753,2,2,1
555,2010,120820880140,56547397,22,3,1992, F,5,31,3162450,31,3162450,2,0, , , ,26,2535245,0,31338753,2,2,1
457,2010,114728397814,56546043,5,9,1990, M,0,31,3132107,31,3162450,2,0, , , ,26,2535245,0,31338753,2,2,1
635,2010,121178444804,56547730,9,11,1986, F,5,31,3132107,31,3162450,2,0, , , ,26,2535245,0,31338753,2,2,1
